Imge,Selling_Price,Compny,RAM_GB,RAM_Type,Screen_Size_Inch,Windows,Series,MS_Office,Original_Price,Discount_Percent,Processor,Processor_Tier,Generation,Storage_GB,Storage_Type
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/l/g/-original-imahex6hdj7uacsd.jpeg?q=70,86500,DELL,16,DDR4,15,11,Inspiron,True,9499,8,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-original-imahgwkqughzkwt3.jpeg?q=70,82990,DELL,16,DDR5,14,11,Inspiron,False,110990,25,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/e/d/-original-imahg5fx6vyugqzh.jpeg?q=70,54990,DELL,8,DDR4,15,11,Inspiron,True,63416,13,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/e/v/-original-imahg53ufd4jgtqw.jpeg?q=70,88990,ASUS,16,DDR5,14,11,Expertbook,False,176990,49,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/8/-original-imahmd8nvrtardw6.jpeg?q=70,69990,DELL,8,DDR5,14,11,Series_15,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/2/0/db04250-2-in-1-laptop-dell-original-imahffy8ysvnk5ga.jpeg?q=70,69990,DELL,16,DDR4,15,11,Inspiron,True,7391,15,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/5/n/-original-imahg5fxv5emu49y.jpeg?q=70,80490,Lenovo,16,DDR5,14,11,LOQ,False,94135,14,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/u/d/-original-imahmg5hzfmzdyab.jpeg?q=70,199990,HP,16,DDR5,14,11,Series_15,False,22199,9,AMD,Ryzen_9,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/o/g/-original-imahfwz9pgnejufa.jpeg?q=70,72490,DELL,8,DDR5,14,11,Series_15,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/9/6/-original-imahgx8wp3ahhucy.jpeg?q=70,99990,DELL,16,DDR5,15,11,Series_14,True,111258,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/t/0/-original-imahg5fxczhkjvzh.jpeg?q=70,22490,Lenovo,8,DDR4,14,11,IdeaPad,True,35999,37,Intel,Ultra,12,460,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/y/3/15-thin-and-light-laptop-hp-original-imahdpmugz3dsftc.jpeg?q=70,103990,DELL,16,DDR5,14,11,PRO,False,192990,46,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/u/-original-imahfr9jgjzwgkcn.jpeg?q=70,83490,DELL,16,DDR5,14,11,Series_14,True,107083,22,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/k/f/-original-imahfkh3qpgzrzcw.jpeg?q=70,96074,Apple,16,DDR4,15,11,MacBook,False,100529,18,Intel,i7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/w/n/-original-imah5uhrz7admz28.jpeg?q=70,72490,DELL,16,DDR5,14,11,Series_14,True,92833,21,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/l/r/-original-imahg5fxwyqndjhu.jpeg?q=70,128990,DELL,16,DDR5,15,11,Alienware,True,151875,15,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/z/o/-original-imahg5fuv5wqgkkj.jpeg?q=70,58938,DELL,16,DDR5,15,11,Series_14,False,6127,73,Intel,i5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/o/u/-original-imahg5fxhyfzpqwy.jpeg?q=70,47573,Acer,4,DDR4,11,11,Aspire,False,61858,41,Intel,Ultra,12,384,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/l/l/g/-original-imahex6hdj7uacsd.jpeg?q=90,102990,DELL,8,DDR5,13,11,Series_15,False,114900,10,Apple,M3,12,256,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/v/w/n/-original-imah5uhrz7admz28.jpeg?q=90,47990,Acer,8,DDR4,15,11,Aspire,False,57990,17,Intel,i5,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=90,43990,ASUS,8,DDR5,15,11,Vivobook,True,48990,10,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=90,72490,MSI,8,DDR5,14,11,Modern,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/1/e/v/-original-imahg53ufd4jgtqw.jpeg?q=90,46990,DELL,16,DDR4,15,11,Series_15,True,54479,13,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=70,69990,Lenovo,16,DDR5,16,11,IdeaPad,False,85390,18,Snapdragon,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=70,70990,DELL,16,DDR5,14,11,Inspiron,True,85574,17,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/b/y/-original-imahg52nmeuhz72b.jpeg?q=70,54990,DELL,8,DDR4,15,11,Inspiron,True,63416,13,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/v/8/-original-imahg5fxfpvjasap.jpeg?q=70,58586,Acer,16,DDR4,15,11,Aspire,False,5990,2,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/w/5/-original-imahmp2zyeagkgze.jpeg?q=70,51696,Acer,16,DDR4,14,11,Aspire,False,69990,26,AMD,Ryzen_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/r/p/-original-imahex3tmkrhdhfv.jpeg?q=70,69990,DELL,8,DDR5,14,11,Series_15,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/e/d/-original-imahg5fx6vyugqzh.jpeg?q=70,69990,DELL,16,DDR4,15,11,Inspiron,True,7391,15,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/8/-original-imahmd8nvrtardw6.jpeg?q=70,90772,Apple,16,DDR5,13,11,MacBook,False,65126,28,Apple,M4,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/p/c/pro-15-thin-and-light-laptop-dell-original-imahk5avmhwszzga.jpeg?q=70,82990,ASUS,16,DDR5,13,11,Vivobook,False,110990,25,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/5/n/-original-imahg5fxv5emu49y.jpeg?q=70,72490,DELL,8,DDR5,14,11,Series_15,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/2/0/db04250-2-in-1-laptop-dell-original-imahffy8ysvnk5ga.jpeg?q=70,152490,Apple,16,DDR4,15,11,MacBook,False,15990,4,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/o/g/-original-imahfwz9pgnejufa.jpeg?q=70,99990,DELL,16,DDR5,15,11,Series_14,True,111258,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/8/4/-original-imahayjpdhdyghzh.jpeg?q=70,83490,DELL,16,DDR5,14,11,Series_14,True,107083,22,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/8/x/inspiron-thin-and-light-laptop-dell-original-imahazxg4yswm37z.jpeg?q=70,73704,ASUS,24,DDR5,13,11,Vivobook,True,92990,20,Apple,M4,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/9/6/-original-imahgx8wp3ahhucy.jpeg?q=70,102990,Apple,16,DDR5,16,11,MacBook,False,114900,10,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/a/o/-original-imah7tknwg7brmfv.jpeg?q=70,72490,DELL,16,DDR5,14,11,Series_14,True,92833,21,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/u/-original-imahfr9jgjzwgkcn.jpeg?q=70,128990,DELL,16,DDR5,15,11,Alienware,True,151875,15,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/d/p/chromebook-11ijl9-chromebook-lenovo-original-imahczggpnn6tgge.jpeg?q=70,72990,Lenovo,8,DDR5,14,11,IdeaPad,True,7989,8,Apple,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/8/-original-imahmd8nvrtardw6.jpeg?q=70,67990,HP,16,DDR4,15,11,Series_15,False,6902,31,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,56790,Apple,8,DDR5,14,11,MacBook,False,70930,13,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/5/-original-imagnzg2rwxffejh.jpeg?q=70,59990,HP,8,DDR4,15,11,240R,False,82990,27,Intel,Core_3,14,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/c/2/-original-imahg4usyz5hqfga.jpeg?q=70,40500,Acer,8,DDR4,11,11,Aspire,False,4499,99,Intel,Ultra,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/c/6/-original-imahgfdfn63h7j2d.jpeg?q=70,61999,Lenovo,8,DDR5,15,11,IdeaPad,False,72000,13,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/p/w/-original-imahg5fxzmyzbkv8.jpeg?q=70,51696,Lenovo,8,DDR4,14,11,V,False,69990,26,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=90,161990,HP,8,DDR4,15,11,Series_15,False,17423,77,Intel,Core_3,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=90,46990,DELL,16,DDR4,15,11,Series_15,True,54479,13,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=90,70990,DELL,16,DDR5,14,11,Inspiron,True,85574,17,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/e/c/2/-original-imahg4usyz5hqfga.jpeg?q=90,67490,Ultimus,4,DDR3,13,11,Apex,False,80990,16,Intel,Ultra,12,128,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/s/d/p/chromebook-11ijl9-chromebook-lenovo-original-imahczggpnn6tgge.jpeg?q=90,51990,HP,16,DDR4,13,11,Series_15,False,69990,25,Intel,Core_3,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahgx8ws7ypyhmd.jpeg?q=70,54990,DELL,8,DDR4,15,11,Inspiron,True,63416,13,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/s/-original-imahgguvgsswtu7p.jpeg?q=70,45200,DELL,8,DDR4,15,11,Inspiron,False,60990,25,Intel,Core_3,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=70,69990,DELL,8,DDR5,14,11,Series_15,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=70,69990,DELL,16,DDR4,15,11,Inspiron,True,7391,15,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/0/a/-original-imahg5fvggu5vxad.jpeg?q=70,284990,ASUS,16,DDR5,16,11,Vivobook,False,29990,4,Snapdragon,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/3/7/-original-imahayjpgztvrfyj.jpeg?q=70,74948,Ultimus,8,DDR4,14,11,APEX,False,99990,25,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/w/5/-original-imahmp2zyeagkgze.jpeg?q=70,72490,DELL,8,DDR5,14,11,Series_15,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/e/d/-original-imahg5fx6vyugqzh.jpeg?q=70,99990,DELL,16,DDR5,15,11,Series_14,True,111258,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/c/i/alienware-16-aurora-gaming-gaming-laptop-dell-original-imahf5a238ezavgn.jpeg?q=70,21990,Lenovo,16,DDR5,13,11,IdeaPad,False,35990,38,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/l/v/-original-imahgfdffszmurd7.jpeg?q=70,152490,MSI,8,DDR4,14,11,Modern,False,15990,4,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/8/-original-imahmd8nvrtardw6.jpeg?q=70,83490,DELL,16,DDR5,14,11,Series_14,True,107083,22,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/8/4/-original-imahayjpdhdyghzh.jpeg?q=70,67990,HP,8,DDR4,15,11,Series_15,False,83567,18,AMD,Ryzen_3,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/2/0/db04250-2-in-1-laptop-dell-original-imahffy8ysvnk5ga.jpeg?q=70,72490,DELL,16,DDR5,14,11,Series_14,True,92833,21,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/o/g/-original-imahfwz9pgnejufa.jpeg?q=70,128990,DELL,16,DDR5,15,11,Alienware,True,151875,15,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/9/h/-original-imahg5fyttyrmdah.jpeg?q=70,59491,ASUS,8,DDR4,14,11,VivoBook,False,69990,15,Intel,i3,11,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/i/1/-original-imahh9yhxfymhgpg.jpeg?q=70,73990,MSI,16,DDR4,15,11,Modern,False,90890,18,Intel,i3,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/9/6/-original-imahgx8wp3ahhucy.jpeg?q=70,47990,Acer,12,DDR5,15,11,Aspire,False,4999,4,Intel,i5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/u/-original-imahfr9jgjzwgkcn.jpeg?q=70,60990,Acer,8,DDR4,14,11,TravelLite,False,78590,22,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/2/3/-original-imahgfdf2pqgc5nq.jpeg?q=70,149990,Apple,16,DDR4,13,11,Series_2020,False,16199,7,Apple,M1,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/x/8/inspiron-5440-thin-and-light-laptop-dell-original-imahergyhvuezy2g.jpeg?q=70,135990,Apple,8,DDR4,13,11,MacBook,False,155000,12,Apple,M1,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/d/z/250r-g10-thin-and-light-laptop-hp-original-imahg6xhcuu9xmuj.jpeg?q=70,46990,DELL,16,DDR4,15,11,Series_15,True,54479,13,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/s/x/-original-imahg5ftu2dzvyu8.jpeg?q=70,90990,HP,8,DDR4,15,11,15s,False,121990,25,Intel,i3,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/n/k/-original-imahg4v5hsk5pm8h.jpeg?q=70,70990,DELL,16,DDR5,14,11,Inspiron,True,85574,17,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/3/f/-original-imahg53xftgnzucy.jpeg?q=70,54990,DELL,8,DDR4,15,11,Inspiron,True,63416,13,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/m/3/7/-original-imahayjpgztvrfyj.jpeg?q=90,58586,Lenovo,16,DDR5,15,11,LOQ,False,5990,2,AMD,Ryzen_7,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=90,96074,HP,16,DDR4,15,11,Intel,False,100529,18,Intel,i5,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=90,69990,DELL,8,DDR5,14,11,Series_15,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/r/2/3/-original-imahgfdf2pqgc5nq.jpeg?q=90,69990,DELL,16,DDR4,15,11,Inspiron,True,7391,15,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/b/l/v/-original-imahgfdffszmurd7.jpeg?q=90,69990,Acer,16,DDR5,16,11,Predator,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/c/z/-original-imahg5fusry5atvm.jpeg?q=70,48990,ASUS,8,DDR5,14,11,Vivobook,True,54990,10,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/z/k/16-ap0181ax-gaming-laptop-hp-original-imahf8gfdk3gmxw4.jpeg?q=70,72490,DELL,8,DDR5,14,11,Series_15,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahgx8ws7ypyhmd.jpeg?q=70,66782,HP,8,DDR4,15,11,Victus,False,25629,8,Intel,i5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=70,99990,DELL,16,DDR5,15,11,Series_14,True,111258,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/c/6/-original-imahgfdfn63h7j2d.jpeg?q=70,83490,DELL,16,DDR5,14,11,Series_14,True,107083,22,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/7/u/-original-imahmpquxzztyzny.jpeg?q=70,68990,Apple,8,DDR5,13,11,MacBook,False,7499,8,Apple,M2,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=70,69990,HP,4,DDR4,14,11,Chromebook,False,92990,24,Intel,Ultra,12,384,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/y/3/15-thin-and-light-laptop-hp-original-imahdpmugz3dsftc.jpeg?q=70,72490,DELL,16,DDR5,14,11,Series_14,True,92833,21,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/w/5/-original-imahmp2zyeagkgze.jpeg?q=70,128990,DELL,16,DDR5,15,11,Alienware,True,151875,15,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/e/d/-original-imahg5fx6vyugqzh.jpeg?q=70,41900,Apple,16,DDR5,13,11,MacBook,False,53000,20,Apple,M4,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/q/2/-original-imahh84ygfbd4kqr.jpeg?q=70,156490,DELL,16,DDR5,15,11,Series_14,True,174900,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/h/r/-original-imahj7qryz7zkuwf.jpeg?q=70,65990,HP,8,DDR4,15,11,MS,True,86690,23,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/8/-original-imahmd8nvrtardw6.jpeg?q=70,107490,ASUS,16,DDR5,16,11,Vivobook,False,10990,2,Snapdragon,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/2/0/db04250-2-in-1-laptop-dell-original-imahffy8ysvnk5ga.jpeg?q=70,46990,DELL,16,DDR4,15,11,Series_15,True,54479,13,Intel,i3,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/5/s/nu14u9inc54ls-cs-thin-and-light-laptop-ultimus-original-imahhrz5m2zwhjhj.jpeg?q=70,70990,DELL,16,DDR5,14,11,Inspiron,True,85574,17,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/l/c/-original-imahh84ydadhbsmq.jpeg?q=70,109990,Lenovo,4,DDR4,14,11,IdeaPad,False,149990,26,Intel,Ultra,12,384,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/o/g/-original-imahfwz9pgnejufa.jpeg?q=70,88990,ASUS,16,DDR5,13,11,ROG,False,176990,49,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/6/k/-original-imahkr4vhhskzqcm.jpeg?q=70,54990,DELL,8,DDR4,15,11,Inspiron,True,63416,13,Intel,i5,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/9/6/-original-imahgx8wp3ahhucy.jpeg?q=70,69990,DELL,8,DDR5,14,11,Series_15,False,7551,47,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/b/u/-original-imahfr9jgjzwgkcn.jpeg?q=70,51990,ASUS,16,DDR5,7,11,Vivobook,True,69990,25,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/d/h/-original-imahkrdfczexundv.jpeg?q=70,174990,Apple,16,DDR4,13,11,Series_2020,False,201990,13,Apple,M1,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/o/b/-original-imahkbzgzgzyxw4p.jpeg?q=70,69990,DELL,16,DDR4,15,11,Inspiron,True,7391,15,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/x/k/-original-imahfthunju2d6ca.jpeg?q=70,79490,ASUS,16,DDR4,15,11,Zenbook,False,101613,21,Intel,i7,11,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/u/1/-original-imahg5fxwvnhcfcz.jpeg?q=70,72490,DELL,8,DDR5,14,11,Series_15,False,7886,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/i/l/c/-original-imahh84ydadhbsmq.jpeg?q=90,99990,DELL,16,DDR5,15,11,Series_14,True,111258,10,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/p/c/z/-original-imahg5fusry5atvm.jpeg?q=90,81822,Infinix,32,DDR5,14,11,Inbook,False,8822,57,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/3/5/s/nu14u9inc54ls-cs-thin-and-light-laptop-ultimus-original-imahhrz5m2zwhjhj.jpeg?q=90,98990,ASUS,16,DDR4,14,11,Expertbook,False,141990,30,Intel,i7,11,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=90,83490,DELL,16,DDR5,14,11,Series_14,True,107083,22,AMD,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/300/300/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=90,72490,DELL,16,DDR5,14,11,Series_14,True,92833,21,AMD,Ryzen_5,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/s/m/-original-imahjzm8ygc7gpyq.jpeg?q=70,42990,WINGS,8,DDR5,13,11,Nuvobook,False,4450,3,Apple,M2,12,256,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/z/v/-original-imahg5fttxt3pgcb.jpeg?q=70,92990,Apple,32,DDR5,14,11,MacBook,False,113990,18,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahgx8ws7ypyhmd.jpeg?q=70,128990,DELL,16,DDR5,15,11,Alienware,True,151875,15,Intel,Core_7,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/p/u/-original-imahgf67b8jzd67h.jpeg?q=70,157990,Samsung,16,DDR4,15,11,Galaxy,False,17469,9,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/c/7/-original-imahg5fvu6dzuxgf.jpeg?q=70,66782,MSI,8,DDR4,11,11,Thin,False,25629,8,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/e/w/-original-imahg5fuexxbwgvv.jpeg?q=70,63990,DELL,16,DDR5,15,11,G15,False,7099,9,Intel,i7,13,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/q/t/-original-imahg5ftjkmg4m82.jpeg?q=70,96074,DELL,16,DDR5,16,11,Inspiron,False,100529,18,Intel,Ultra,12,512,SSD
https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/p/x/-original-imah2ger8fwg9raw.jpeg?q=70,48990,HP,16,DDR4,14,11,240R,False,61990,20,Intel,Core_5,14,512,SSD
